id,nome,localidade,frequencia
13223,marcal,11,372
13224,marcal,24,296
13225,marcal,14,30
13226,marcal,43,700
13227,marcal,42,1001
13228,marcal,28,143
13229,marcal,35,10226
13230,marcal,17,175
13231,valentim,0,44015
13232,valentim,12,141
13233,valentim,27,1156
13234,valentim,13,675
13235,valentim,16,22
13236,valentim,29,1257
13237,valentim,23,2497
13238,valentim,53,508
13239,valentim,32,1109
13240,valentim,52,689
13241,valentim,21,768
13242,valentim,31,5129
13243,valentim,50,512
13244,valentim,51,499
13245,valentim,15,549
13246,valentim,25,1418
13247,valentim,26,2161
13248,valentim,22,414
13249,valentim,41,2743
13250,valentim,33,5304
13251,valentim,11,318
13252,valentim,24,1660
13253,valentim,14,42
13254,valentim,43,689
13255,valentim,42,965
13256,valentim,28,400
13257,valentim,35,12324
13258,valentim,17,66
13259,silvs,0,43984
13260,silvs,12,143
13261,silvs,27,1091
13262,silvs,13,581
13263,silvs,16,57
13264,silvs,29,2275
13265,silvs,23,1399
13266,silvs,53,497
13267,silvs,32,572
13268,silvs,52,1822
13269,silvs,21,1040
13270,silvs,31,4754
13271,silvs,50,467
13272,silvs,51,1038
13273,silvs,15,1160
13274,silvs,25,900
13275,silvs,26,3087
13276,silvs,22,437
13277,silvs,41,2228
13278,silvs,33,3941
13279,silvs,11,238
13280,silvs,24,680
13281,silvs,14,56
13282,silvs,43,2293
13283,silvs,42,1128
13284,silvs,28,168
13285,silvs,35,11653
13286,silvs,17,279
13287,bessa,0,43790
13288,bessa,12,416
13289,bessa,27,77
13290,bessa,13,1166
13291,bessa,16,133
13292,bessa,29,2398
13293,bessa,23,5472
13294,bessa,53,1107
13295,bessa,32,758
13296,bessa,52,4973
13297,bessa,21,507
13298,bessa,31,6511
13299,bessa,50,176
13300,bessa,51,740
13301,bessa,15,1555
13302,bessa,25,345
13303,bessa,26,222
13304,bessa,22,227
13305,bessa,41,889
13306,bessa,33,4535
13307,bessa,11,378
13308,bessa,24,2848
13309,bessa,14,197
13310,bessa,43,547
13311,bessa,42,435
13312,bessa,28,44
13313,bessa,35,6786
13314,bessa,17,348
13315,gustavo,0,43723
13316,gustavo,12,116
13317,gustavo,27,719
13318,gustavo,13,610
13319,gustavo,16,67
13320,gustavo,29,1066
13321,gustavo,23,1539
13322,gustavo,53,729
13323,gustavo,32,697
13324,gustavo,52,1587
13325,gustavo,21,745
13326,gustavo,31,6643
13327,gustavo,50,552
13328,gustavo,51,1027
13329,gustavo,15,818
13330,gustavo,25,529
13331,gustavo,26,2260
13332,gustavo,22,401
13333,gustavo,41,3446
13334,gustavo,33,2994
13335,gustavo,11,402
13336,gustavo,24,676
13337,gustavo,14,293
13338,gustavo,43,1037
13339,gustavo,42,1659
13340,gustavo,28,348
13341,gustavo,35,12672
13342,gustavo,17,91
13343,mourao,0,43421
13344,mourao,12,945
13345,mourao,27,41
13346,mourao,13,2213
13347,mourao,16,760
13348,mourao,29,492
13349,mourao,23,5467
13350,mourao,53,1445
13351,mourao,32,322
13352,mourao,52,1566
13353,mourao,21,4707
13354,mourao,31,5705
13355,mourao,50,432
13356,mourao,51,551
13357,mourao,15,3968
13358,mourao,25,86
13359,mourao,26,138
13360,mourao,22,1991
13361,mourao,41,582
13362,mourao,33,4025
13363,mourao,11,418
13364,mourao,24,98
13365,mourao,14,379
13366,mourao,43,380
13367,mourao,42,255
13368,mourao,28,49
13369,mourao,35,5369
13370,mourao,17,1037
13371,mascarenhas,0,43283
13372,mascarenhas,12,86
13373,mascarenhas,27,344
13374,mascarenhas,13,744
13375,mascarenhas,16,85
13376,mascarenhas,29,17680
13377,mascarenhas,23,912
13378,mascarenhas,53,886
13379,mascarenhas,32,432
13380,mascarenhas,52,1004
13381,mascarenhas,21,1103
13382,mascarenhas,31,3506
13383,mascarenhas,50,572
13384,mascarenhas,51,335
13385,mascarenhas,15,1179
13386,mascarenhas,25,207
13387,mascarenhas,26,563
13388,mascarenhas,22,922
13389,mascarenhas,41,796
13390,mascarenhas,33,2773
13391,mascarenhas,11,107
13392,mascarenhas,24,141
13393,mascarenhas,14,25
13394,mascarenhas,43,578
13395,mascarenhas,42,247
13396,mascarenhas,28,290
13397,mascarenhas,35,6879
13398,mascarenhas,17,887
13399,mauricio,0,43232
13400,mauricio,12,44
13401,mauricio,27,1055
13402,mauricio,13,1372
13403,mauricio,16,125
13404,mauricio,29,2264
13405,mauricio,23,1580
13406,mauricio,53,456
13407,mauricio,32,825
13408,mauricio,52,972
13409,mauricio,21,199
13410,mauricio,31,6525
13411,mauricio,50,473
13412,mauricio,51,429
13413,mauricio,15,708
13414,mauricio,25,1493
13415,mauricio,26,2238
13416,mauricio,22,171
13417,mauricio,41,2174
13418,mauricio,33,5376
13419,mauricio,11,247
13420,mauricio,24,1460
13421,mauricio,14,88
13422,mauricio,43,472
13423,mauricio,42,1974
13424,mauricio,28,490
13425,mauricio,35,9671
13426,mauricio,17,351
13427,felicio,0,43106
13428,felicio,12,208
13429,felicio,27,201
13430,felicio,13,691
13431,felicio,16,277
13432,felicio,29,950
13433,felicio,23,3098
13434,felicio,53,333
13435,felicio,32,1371
13436,felicio,52,1562
13437,felicio,21,291
13438,felicio,31,7504
13439,felicio,50,600
13440,felicio,51,540
13441,felicio,15,571
13442,felicio,25,529
13443,felicio,26,511
13444,felicio,22,408
13445,felicio,41,2281
13446,felicio,33,3590
13447,felicio,11,553
13448,felicio,24,487
13449,felicio,14,72
13450,felicio,43,1304
13451,felicio,42,2373
13452,felicio,28,154
13453,felicio,35,12469
13454,felicio,17,178
13455,fortes,0,42759
13456,fortes,12,183
13457,fortes,27,299
13458,fortes,13,799
13459,fortes,16,70
13460,fortes,29,406
13461,fortes,23,389
13462,fortes,53,588
13463,fortes,32,331
13464,fortes,52,609
13465,fortes,21,1187
13466,fortes,31,4310
13467,fortes,50,359
13468,fortes,51,1091
13469,fortes,15,635
13470,fortes,25,45
13471,fortes,26,153
13472,fortes,22,3687
13473,fortes,41,2913
13474,fortes,33,3769
13475,fortes,11,270
13476,fortes,24,84
13477,fortes,14,44
13478,fortes,43,9162
13479,fortes,42,3050
13480,fortes,28,314
13481,fortes,35,7917
13482,fortes,17,95
13483,apolinario,0,42372
13484,apolinario,12,128
13485,apolinario,27,1225
13486,apolinario,13,245
13487,apolinario,29,981
13488,apolinario,23,1842
13489,apolinario,53,280
13490,apolinario,32,1136
13491,apolinario,52,1299
13492,apolinario,21,248
13493,apolinario,31,7069
13494,apolinario,50,554
13495,apolinario,51,522
13496,apolinario,15,315
13497,apolinario,25,1709
13498,apolinario,26,2542
13499,apolinario,22,236
13500,apolinario,41,2556
13501,apolinario,33,3322
13502,apolinario,11,635
13503,apolinario,24,767
13504,apolinario,14,89
13505,apolinario,43,1195
13506,apolinario,42,1719
13507,apolinario,28,235
13508,apolinario,35,11335
13509,apolinario,17,180
13510,davi,0,42135
13511,davi,12,249
13512,davi,27,1051
13513,davi,13,453
13514,davi,16,112
13515,davi,29,1795
13516,davi,23,3651
13517,davi,53,555
13518,davi,32,417
13519,davi,52,1750
13520,davi,21,908
13521,davi,31,5805
13522,davi,50,416
13523,davi,51,886
13524,davi,15,1494
13525,davi,25,1155
13526,davi,26,2806
13527,davi,22,426
13528,davi,41,1979
13529,davi,33,2907
13530,davi,11,313
13531,davi,24,1363
13532,davi,14,335
13533,davi,43,1087
13534,davi,42,1496
13535,davi,28,268
13536,davi,35,8335
13537,davi,17,123
13538,ortiz,0,42003
13539,ortiz,12,92
13540,ortiz,13,516
13541,ortiz,29,100
13542,ortiz,23,82
13543,ortiz,53,197
13544,ortiz,32,73
13545,ortiz,52,253
13546,ortiz,21,36
13547,ortiz,31,342
13548,ortiz,50,6381
13549,ortiz,51,1593
13550,ortiz,15,139
13551,ortiz,25,17
13552,ortiz,26,68
13553,ortiz,41,6013
13554,ortiz,33,831
13555,ortiz,11,732
13556,ortiz,24,53
13557,ortiz,14,331
13558,ortiz,43,10305
13559,ortiz,42,3488
13560,ortiz,28,16
13561,ortiz,35,10303
13562,ortiz,17,26
13563,trajano,0,41990
13564,trajano,12,59
13565,trajano,27,694
13566,trajano,13,932
13567,trajano,16,117
13568,trajano,29,622
13569,trajano,23,2729
13570,trajano,53,629
13571,trajano,32,207
13572,trajano,52,708
13573,trajano,21,879
13574,trajano,31,1090
13575,trajano,50,304
13576,trajano,51,401
13577,trajano,15,622
13578,trajano,25,8546
13579,trajano,26,5329
13580,trajano,22,516
13581,trajano,41,685
13582,trajano,33,4267
13583,trajano,11,241
13584,trajano,24,3129
13585,trajano,14,1107
13586,trajano,43,1156
13587,trajano,42,887
13588,trajano,28,53
13589,trajano,35,5901
13590,trajano,17,180
13591,matheus,0,41977
13592,matheus,12,103
13593,matheus,27,739
13594,matheus,13,388
13595,matheus,16,40
13596,matheus,29,802
13597,matheus,23,1018
13598,matheus,53,597
13599,matheus,32,665
13600,matheus,52,1192
13601,matheus,21,260
13602,matheus,31,4304
13603,matheus,50,742
13604,matheus,51,840
13605,matheus,15,624
13606,matheus,25,619
13607,matheus,26,2245
13608,matheus,22,248
13609,matheus,41,3239
13610,matheus,33,5508
13611,matheus,11,339
13612,matheus,24,827
13613,matheus,14,138
13614,matheus,43,1041
13615,matheus,42,1587
13616,matheus,28,396
13617,matheus,35,13382
13618,matheus,17,94
13619,freita,0,41923
13620,freita,12,609
13621,freita,27,563
13622,freita,13,1912
13623,freita,16,292
13624,freita,29,2774
13625,freita,23,2062
13626,freita,53,523
13627,freita,32,813
13628,freita,52,1789
13629,freita,21,2389
13630,freita,31,3723
13631,freita,50,922
13632,freita,51,1563
13633,freita,15,2930
13634,freita,25,1101
13635,freita,26,2334
13636,freita,22,523
13637,freita,41,1803
13638,freita,33,2992
13639,freita,11,997
13640,freita,24,825
13641,freita,14,251
13642,freita,43,999
13643,freita,42,638
13644,freita,28,400
13645,freita,35,5615
13646,freita,17,581
13647,bonifacio,0,41877
13648,bonifacio,12,99
13649,bonifacio,27,420
13650,bonifacio,13,493
13651,bonifacio,16,59
13652,bonifacio,29,1358
13653,bonifacio,23,1315
13654,bonifacio,53,611
13655,bonifacio,32,882
13656,bonifacio,52,1910
13657,bonifacio,21,199
13658,bonifacio,31,7329
13659,bonifacio,50,635
13660,bonifacio,51,488
13661,bonifacio,15,752
13662,bonifacio,25,1099
13663,bonifacio,26,1280
13664,bonifacio,22,207
13665,bonifacio,41,3103
13666,bonifacio,33,4444
13667,bonifacio,11,264
13668,bonifacio,24,1064
13669,bonifacio,14,128
13670,bonifacio,43,720
13671,bonifacio,42,918
13672,bonifacio,28,332
13673,bonifacio,35,11455
13674,bonifacio,17,313
13675,espindola,0,41700
13676,espindola,12,172
13677,espindola,27,386
13678,espindola,13,153
13679,espindola,16,199
13680,espindola,29,352
13681,espindola,23,153
13682,espindola,53,666
13683,espindola,32,393
13684,espindola,52,1995
13685,espindola,21,1015
13686,espindola,31,2018
13687,espindola,50,4736
13688,espindola,51,582
13689,espindola,15,1438
13690,espindola,25,147
13691,espindola,26,3066
13692,espindola,22,119
13693,espindola,41,1480
13694,espindola,33,3310
13695,espindola,11,166
13696,espindola,24,90
13697,espindola,14,41
13698,espindola,43,5624
13699,espindola,42,7954
13700,espindola,28,67
13701,espindola,35,5088
13702,espindola,17,290
13703,david,0,41188
13704,david,12,67
13705,david,27,340
13706,david,13,360
13707,david,16,191
13708,david,29,1538
13709,david,23,2085
13710,david,53,548
13711,david,32,810
13712,david,52,1691
13713,david,21,584
13714,david,31,4794
13715,david,50,367
13716,david,51,1065
13717,david,15,1065
13718,david,25,887
13719,david,26,1210
13720,david,22,227
13721,david,41,2564
13722,david,33,3953
13723,david,11,215
13724,david,24,616
13725,david,14,247
13726,david,43,1801
13727,david,42,2001
13728,david,28,125
13729,david,35,11717
13730,david,17,120
13731,becker,0,41006
13732,becker,27,19
13733,becker,13,29
13734,becker,29,106
13735,becker,23,64
13736,becker,53,109
13737,becker,32,207
13738,becker,52,188
13739,becker,21,60
13740,becker,31,457
13741,becker,50,323
13742,becker,51,771
13743,becker,15,136
13744,becker,25,29
13745,becker,26,97
13746,becker,41,5846
13747,becker,33,795
13748,becker,11,179
13749,becker,24,15
13750,becker,43,18618
13751,becker,42,10709
13752,becker,28,18
13753,becker,35,2121
13754,becker,17,70
13755,verissimo,0,40968
13756,verissimo,12,175
13757,verissimo,27,1227
13758,verissimo,13,466
13759,verissimo,16,16
13760,verissimo,29,973
13761,verissimo,23,2727
13762,verissimo,53,592
13763,verissimo,32,828
13764,verissimo,52,1824
13765,verissimo,21,420
13766,verissimo,31,4904
13767,verissimo,50,598
13768,verissimo,51,508
13769,verissimo,15,529
13770,verissimo,25,2095
13771,verissimo,26,3017
13772,verissimo,22,404
13773,verissimo,41,1595
13774,verissimo,33,4774
13775,verissimo,11,211
13776,verissimo,24,1209
13777,verissimo,14,63
13778,verissimo,43,1023
13779,verissimo,42,761
13780,verissimo,28,329
13781,verissimo,35,9442
13782,verissimo,17,258
13783,vilas,0,40811
13784,vilas,12,49
13785,vilas,27,56
13786,vilas,13,298
13787,vilas,29,9177
13788,vilas,23,58
13789,vilas,53,651
13790,vilas,32,257
13791,vilas,52,1102
13792,vilas,21,357
13793,vilas,31,8674
13794,vilas,50,493
13795,vilas,51,742
13796,vilas,15,332
13797,vilas,25,34
13798,vilas,26,308
13799,vilas,41,3285
13800,vilas,33,1929
13801,vilas,11,433
13802,vilas,24,42
13803,vilas,14,25
13804,vilas,43,281
13805,vilas,42,308
13806,vilas,28,119
13807,vilas,35,11687
13808,vilas,17,96
13809,martinez,0,40799
13810,martinez,12,37
13811,martinez,27,24
13812,martinez,13,1129
13813,martinez,16,22
13814,martinez,29,915
13815,martinez,23,115
13816,martinez,53,343
13817,martinez,32,185
13818,martinez,52,380
13819,martinez,21,96
13820,martinez,31,1145
13821,martinez,50,4535
13822,martinez,51,660
13823,martinez,15,248
13824,martinez,25,99
13825,martinez,26,155
13826,martinez,22,57
13827,martinez,41,3745
13828,martinez,33,2019
13829,martinez,11,260
13830,martinez,24,70
13831,martinez,14,1888
13832,martinez,43,3255
13833,martinez,42,1588
13834,martinez,28,35
13835,martinez,35,17766
13836,martinez,17,28
13837,leonardo,0,40782
13838,leonardo,12,104
13839,leonardo,27,573
13840,leonardo,13,240
13841,leonardo,16,18
13842,leonardo,29,1054
13843,leonardo,23,1843
13844,leonardo,53,514
13845,leonardo,32,662
13846,leonardo,52,1275
13847,leonardo,21,886
13848,leonardo,31,5784
13849,leonardo,50,456
13850,leonardo,51,490
13851,leonardo,15,606
13852,leonardo,25,1038
13853,leonardo,26,2754
13854,leonardo,22,314
13855,leonardo,41,2270
13856,leonardo,33,5807
13857,leonardo,11,245
13858,leonardo,24,1021
13859,leonardo,14,100
13860,leonardo,43,1032
13861,leonardo,42,1462
13862,leonardo,28,163
13863,leonardo,35,9875
13864,leonardo,17,196
13865,aleixo,0,40467
13866,aleixo,12,55
13867,aleixo,27,550
13868,aleixo,13,553
13869,aleixo,16,110
13870,aleixo,29,1753
13871,aleixo,23,680
13872,aleixo,53,475
13873,aleixo,32,880
13874,aleixo,52,1374
13875,aleixo,21,200
13876,aleixo,31,6597
13877,aleixo,50,575
13878,aleixo,51,506
13879,aleixo,15,3719
13880,aleixo,25,648
13881,aleixo,26,2497
13882,aleixo,22,71
13883,aleixo,41,2827
13884,aleixo,33,3738
13885,aleixo,11,212
13886,aleixo,24,485
13887,aleixo,14,290
13888,aleixo,43,384
13889,aleixo,42,447
13890,aleixo,28,133
13891,aleixo,35,10575
13892,aleixo,17,133
13893,terra,0,40349
13894,terra,12,15
13895,terra,27,16
13896,terra,13,55
13897,terra,16,24
13898,terra,29,599
13899,terra,23,60
13900,terra,53,377
13901,terra,32,1276
13902,terra,52,1321
13903,terra,21,54
13904,terra,31,8467
13905,terra,50,612
13906,terra,51,514
13907,terra,15,675
13908,terra,25,25
13909,terra,26,88
13910,terra,41,2085
13911,terra,33,9112
13912,terra,11,276
13913,terra,24,52
13914,terra,14,27
13915,terra,43,5841
13916,terra,42,796
13917,terra,28,25
13918,terra,35,7801
13919,terra,17,142
13920,jr,0,40242
13921,jr,12,35
13922,jr,27,279
13923,jr,13,406
13924,jr,16,31
13925,jr,29,1625
13926,jr,23,529
13927,jr,53,284
13928,jr,32,486
13929,jr,52,946
13930,jr,21,323
13931,jr,31,2677
13932,jr,50,430
13933,jr,51,313
13934,jr,15,811
13935,jr,25,175
13936,jr,26,1207
13937,jr,22,132
13938,jr,41,3099
13939,jr,33,4036
13940,jr,11,106
13941,jr,24,283
13942,jr,14,52
13943,jr,43,1983
13944,jr,42,2367
13945,jr,28,98
13946,jr,35,17442
13947,jr,17,87
13948,maximo,0,40107
13949,maximo,12,39
13950,maximo,27,936
13951,maximo,13,565
13952,maximo,29,2009
13953,maximo,23,1122
13954,maximo,53,532
13955,maximo,32,823
13956,maximo,52,1392
13957,maximo,21,723
13958,maximo,31,6288
13959,maximo,50,404
13960,maximo,51,684
13961,maximo,15,528
13962,maximo,25,717
13963,maximo,26,1088
13964,maximo,22,559
13965,maximo,41,2185
13966,maximo,33,3343
13967,maximo,11,459
13968,maximo,24,749
13969,maximo,14,42
13970,maximo,43,311
13971,maximo,42,1031
13972,maximo,28,299
13973,maximo,35,12810
13974,maximo,17,455
13975,eugenio,0,40085
13976,eugenio,12,60
13977,eugenio,27,896
13978,eugenio,13,316
13979,eugenio,16,23
13980,eugenio,29,708
13981,eugenio,23,1815
13982,eugenio,53,411
13983,eugenio,32,779
13984,eugenio,52,1470
13985,eugenio,21,416
13986,eugenio,31,7765
13987,eugenio,50,654
13988,eugenio,51,516
13989,eugenio,15,400
13990,eugenio,25,1049
13991,eugenio,26,1411
13992,eugenio,22,378
13993,eugenio,41,2054
13994,eugenio,33,3745
13995,eugenio,11,345
13996,eugenio,24,674
13997,eugenio,14,30
13998,eugenio,43,704
13999,eugenio,42,1040
14000,eugenio,28,125
14001,eugenio,35,12188
14002,eugenio,17,113
14003,bernardino,0,39953
14004,bernardino,12,141
14005,bernardino,27,810
14006,bernardino,13,396
14007,bernardino,16,31
14008,bernardino,29,773
14009,bernardino,23,4064
14010,bernardino,53,424
14011,bernardino,32,831
14012,bernardino,52,735
14013,bernardino,21,252
14014,bernardino,31,3908
14015,bernardino,50,379
14016,bernardino,51,428
14017,bernardino,15,271
14018,bernardino,25,2210
14019,bernardino,26,2794
14020,bernardino,22,203
14021,bernardino,41,2544
14022,bernardino,33,4044
14023,bernardino,11,188
14024,bernardino,24,1608
14025,bernardino,43,530
14026,bernardino,42,1815
14027,bernardino,28,127
14028,bernardino,35,10367
14029,bernardino,17,68
14030,estevao,0,39536
14031,estevao,12,292
14032,estevao,27,476
14033,estevao,13,576
14034,estevao,16,19
14035,estevao,29,1028
14036,estevao,23,3043
14037,estevao,53,392
14038,estevao,32,1522
14039,estevao,52,1262
14040,estevao,21,315
14041,estevao,31,6790
14042,estevao,50,570
14043,estevao,51,575
14044,estevao,15,398
14045,estevao,25,1468
14046,estevao,26,2776
14047,estevao,22,395
14048,estevao,41,1449
14049,estevao,33,4110
14050,estevao,11,486
14051,estevao,24,885
14052,estevao,14,432
14053,estevao,43,524
14054,estevao,42,1675
14055,estevao,28,263
14056,estevao,35,7649
14057,estevao,17,166
14058,avelar,0,39535
14059,avelar,12,25
14060,avelar,27,32
14061,avelar,13,178
14062,avelar,16,157
14063,avelar,29,2210
14064,avelar,23,243
14065,avelar,53,786
14066,avelar,32,1010
14067,avelar,52,2290
14068,avelar,21,1192
14069,avelar,31,13942
14070,avelar,50,400
14071,avelar,51,356
14072,avelar,15,2381
14073,avelar,25,407
14074,avelar,26,338
14075,avelar,22,141
14076,avelar,41,1882
14077,avelar,33,4309
14078,avelar,11,182
14079,avelar,24,188
14080,avelar,43,249
14081,avelar,42,265
14082,avelar,28,57
14083,avelar,35,6224
14084,avelar,17,81
14085,viegas,0,39496
14086,viegas,27,185
14087,viegas,13,308
14088,viegas,16,519
14089,viegas,29,369
14090,viegas,23,110
14091,viegas,53,637
14092,viegas,32,351
14093,viegas,52,651
14094,viegas,21,8595
14095,viegas,31,3633
14096,viegas,50,1039
14097,viegas,51,742
14098,viegas,15,3450
14099,viegas,25,1402
14100,viegas,26,1149
14101,viegas,22,82
14102,viegas,41,445
14103,viegas,33,3246
14104,viegas,11,74
14105,viegas,24,239
14106,viegas,14,60
14107,viegas,43,7615
14108,viegas,42,523
14109,viegas,28,33
14110,viegas,35,3953
14111,viegas,17,73
14112,cesario,0,39291
14113,cesario,12,201
14114,cesario,27,671
14115,cesario,13,414
14116,cesario,16,56
14117,cesario,29,751
14118,cesario,23,1980
14119,cesario,53,545
14120,cesario,32,1344
14121,cesario,52,1730
14122,cesario,21,415
14123,cesario,31,6631
14124,cesario,50,435
14125,cesario,51,769
14126,cesario,15,670
14127,cesario,25,1223
14128,cesario,26,1593
14129,cesario,22,256
14130,cesario,41,1701
14131,cesario,33,5051
14132,cesario,11,357
14133,cesario,24,828
14134,cesario,14,94
14135,cesario,43,394
14136,cesario,42,815
14137,cesario,28,167
14138,cesario,35,10026
14139,cesario,17,174
14140,cipriano,0,38902
14141,cipriano,12,56
14142,cipriano,27,786
14143,cipriano,13,306
14144,cipriano,16,27
14145,cipriano,29,1032
14146,cipriano,23,2640
14147,cipriano,53,514
14148,cipriano,32,1593
14149,cipriano,52,1115
14150,cipriano,21,267
14151,cipriano,31,4477
14152,cipriano,50,352
14153,cipriano,51,299
14154,cipriano,15,447
14155,cipriano,25,1630
14156,cipriano,26,2299
14157,cipriano,22,872
14158,cipriano,41,1568
14159,cipriano,33,3608
14160,cipriano,11,188
14161,cipriano,24,974
14162,cipriano,14,223
14163,cipriano,43,886
14164,cipriano,42,2316
14165,cipriano,28,87
14166,cipriano,35,10183
14167,cipriano,17,157
14168,lago,0,38754
14169,lago,12,83
14170,lago,27,42
14171,lago,13,1097
14172,lago,16,48
14173,lago,29,7807
14174,lago,23,132
14175,lago,53,934
14176,lago,32,191
14177,lago,52,1452
14178,lago,21,5538
14179,lago,31,2402
14180,lago,50,202
14181,lago,51,433
14182,lago,15,2432
14183,lago,25,84
14184,lago,26,533
14185,lago,22,1171
14186,lago,41,1882
14187,lago,33,1928
14188,lago,11,304
14189,lago,24,254
14190,lago,14,123
14191,lago,43,2609
14192,lago,42,1094
14193,lago,28,63
14194,lago,35,5759
14195,lago,17,157
14196,ataide,0,38671
14197,ataide,12,39
14198,ataide,27,1938
14199,ataide,13,1665
14200,ataide,16,978
14201,ataide,29,4035
14202,ataide,23,210
14203,ataide,53,698
14204,ataide,32,1430
14205,ataide,52,1994
14206,ataide,21,1394
14207,ataide,31,3593
14208,ataide,50,495
14209,ataide,51,495
14210,ataide,15,5034
14211,ataide,25,1301
14212,ataide,26,1637
14213,ataide,22,246
14214,ataide,41,869
14215,ataide,33,2414
14216,ataide,11,167
14217,ataide,24,327
14218,ataide,14,24
14219,ataide,43,1008
14220,ataide,42,1310
14221,ataide,28,129
14222,ataide,35,5156
14223,ataide,17,85
14224,quaresma,0,38387
14225,quaresma,12,36
14226,quaresma,27,195
14227,quaresma,13,486
14228,quaresma,16,1900
14229,quaresma,29,1640
14230,quaresma,23,977
14231,quaresma,53,349
14232,quaresma,32,927
14233,quaresma,52,314
14234,quaresma,21,1469
14235,quaresma,31,5461
14236,quaresma,50,133
14237,quaresma,51,235
14238,quaresma,15,10153
14239,quaresma,25,1048
14240,quaresma,26,779
14241,quaresma,22,1708
14242,quaresma,41,515
14243,quaresma,33,2801
14244,quaresma,11,184
14245,quaresma,24,263
14246,quaresma,14,83
14247,quaresma,43,1699
14248,quaresma,42,454
14249,quaresma,28,29
14250,quaresma,35,4483
14251,quaresma,17,66
14252,laurindo,0,38328
14253,laurindo,12,109
14254,laurindo,27,2189
14255,laurindo,13,208
14256,laurindo,16,54
14257,laurindo,29,643
14258,laurindo,23,2165
14259,laurindo,53,427
14260,laurindo,32,1155
14261,laurindo,52,674
14262,laurindo,21,522
14263,laurindo,31,3284
14264,laurindo,50,438
14265,laurindo,51,538
14266,laurindo,15,486
14267,laurindo,25,1097
14268,laurindo,26,1999
14269,laurindo,22,776
14270,laurindo,41,2307
14271,laurindo,33,4592
14272,laurindo,11,200
14273,laurindo,24,325
14274,laurindo,14,163
14275,laurindo,43,756
14276,laurindo,42,3954
14277,laurindo,28,164
14278,laurindo,35,8915
14279,laurindo,17,188
14280,adriano,0,38287
14281,adriano,12,56
14282,adriano,27,378
14283,adriano,13,395
14284,adriano,16,23
14285,adriano,29,561
14286,adriano,23,2574
14287,adriano,53,408
14288,adriano,32,763
14289,adriano,52,1155
14290,adriano,21,437
14291,adriano,31,6912
14292,adriano,50,317
14293,adriano,51,637
14294,adriano,15,496
14295,adriano,25,455
14296,adriano,26,1554
14297,adriano,22,350
14298,adriano,41,2819
14299,adriano,33,2812
14300,adriano,11,309
14301,adriano,24,598
14302,adriano,14,37
14303,adriano,43,1010
14304,adriano,42,4580
14305,adriano,28,133
14306,adriano,35,8309
14307,adriano,17,209
14308,victoria,0,38178
14309,victoria,12,78
14310,victoria,27,482
14311,victoria,13,448
14312,victoria,16,65
14313,victoria,29,1163
14314,victoria,23,510
14315,victoria,53,498
14316,victoria,32,1245
14317,victoria,52,1604
14318,victoria,21,531
14319,victoria,31,5883
14320,victoria,50,509
14321,victoria,51,688
14322,victoria,15,701
14323,victoria,25,441
14324,victoria,26,2570
14325,victoria,22,254
14326,victoria,41,2298
14327,victoria,33,5735
14328,victoria,11,259
14329,victoria,24,272
14330,victoria,14,153
14331,victoria,43,1003
14332,victoria,42,797
14333,victoria,28,298
14334,victoria,35,9604
14335,victoria,17,89
14336,antonia,0,38103
14337,antonia,12,297
14338,antonia,27,366
14339,antonia,13,338
14340,antonia,16,46
14341,antonia,29,1411
14342,antonia,23,1008
14343,antonia,53,580
14344,antonia,32,569
14345,antonia,52,2674
14346,antonia,21,1209
14347,antonia,31,7637
14348,antonia,50,529
14349,antonia,51,1055
14350,antonia,15,841
14351,antonia,25,507
14352,antonia,26,2517
14353,antonia,22,1000
14354,antonia,41,1570
14355,antonia,33,2367
14356,antonia,11,336
14357,antonia,24,617
14358,antonia,14,79
14359,antonia,43,707
14360,antonia,42,716
14361,antonia,28,142
14362,antonia,35,8788
14363,antonia,17,197
14364,bittencourt,0,38067
14365,bittencourt,12,20
14366,bittencourt,27,174
14367,bittencourt,13,310
14368,bittencourt,16,65
14369,bittencourt,29,3305
14370,bittencourt,23,240
14371,bittencourt,53,603
14372,bittencourt,32,644
14373,bittencourt,52,518
14374,bittencourt,21,280
14375,bittencourt,31,2733
14376,bittencourt,50,410
14377,bittencourt,51,184
14378,bittencourt,15,788
14379,bittencourt,25,37
14380,bittencourt,26,208
14381,bittencourt,22,247
14382,bittencourt,41,2423
14383,bittencourt,33,5474
14384,bittencourt,11,74
14385,bittencourt,24,88
14386,bittencourt,43,8093
14387,bittencourt,42,5859
14388,bittencourt,28,367
14389,bittencourt,35,4855
14390,bittencourt,17,56
14391,malaquias,0,38047
14392,malaquias,12,95
14393,malaquias,27,731
14394,malaquias,13,583
14395,malaquias,16,179
14396,malaquias,29,2768
14397,malaquias,23,773
14398,malaquias,53,508
14399,malaquias,32,480
14400,malaquias,52,1413
14401,malaquias,21,504
14402,malaquias,31,7139
14403,malaquias,50,945
14404,malaquias,51,746
14405,malaquias,15,1064
14406,malaquias,25,839
14407,malaquias,26,1403
14408,malaquias,22,321
14409,malaquias,41,2562
14410,malaquias,33,3690
14411,malaquias,11,323
14412,malaquias,24,585
14413,malaquias,14,159
14414,malaquias,43,791
14415,malaquias,42,621
14416,malaquias,28,183
14417,malaquias,35,8540
14418,malaquias,17,102
14419,delgado,0,37976
14420,delgado,12,48
