id,nome,localidade,frequencia
37788,abade,51,93
37789,abade,15,130
37790,abade,26,138
37791,abade,22,513
37792,abade,41,199
37793,abade,33,237
37794,abade,11,26
37795,abade,24,30
37796,abade,43,269
37797,abade,42,62
37798,abade,28,16
37799,abade,35,2153
37800,abade,17,113
37801,renata,0,8881
37802,renata,27,104
37803,renata,13,61
37804,renata,16,17
37805,renata,29,107
37806,renata,23,227
37807,renata,53,99
37808,renata,32,92
37809,renata,52,249
37810,renata,21,86
37811,renata,31,1417
37812,renata,50,146
37813,renata,51,193
37814,renata,15,158
37815,renata,25,123
37816,renata,26,750
37817,renata,22,53
37818,renata,41,683
37819,renata,33,566
37820,renata,11,57
37821,renata,24,122
37822,renata,14,16
37823,renata,43,241
37824,renata,42,270
37825,renata,28,22
37826,renata,35,2995
37827,corte,0,8880
37828,corte,27,27
37829,corte,13,27
37830,corte,16,101
37831,corte,29,435
37832,corte,23,15
37833,corte,53,314
37834,corte,32,215
37835,corte,52,459
37836,corte,21,372
37837,corte,31,520
37838,corte,50,82
37839,corte,51,105
37840,corte,15,111
37841,corte,25,168
37842,corte,26,180
37843,corte,22,41
37844,corte,41,525
37845,corte,33,679
37846,corte,11,83
37847,corte,24,18
37848,corte,43,1340
37849,corte,42,491
37850,corte,28,24
37851,corte,35,2486
37852,corte,17,51
37853,goularte,0,8880
37854,goularte,53,48
37855,goularte,32,162
37856,goularte,52,272
37857,goularte,21,45
37858,goularte,31,713
37859,goularte,50,186
37860,goularte,51,164
37861,goularte,15,51
37862,goularte,41,528
37863,goularte,33,279
37864,goularte,11,64
37865,goularte,43,4373
37866,goularte,42,1177
37867,goularte,35,750
37868,goularte,17,19
37869,koch,0,8865
37870,koch,29,205
37871,koch,53,44
37872,koch,32,50
37873,koch,52,91
37874,koch,31,100
37875,koch,50,68
37876,koch,51,204
37877,koch,15,45
37878,koch,26,26
37879,koch,41,1161
37880,koch,33,149
37881,koch,43,3388
37882,koch,42,2624
37883,koch,35,648
37884,koch,17,20
37885,arujo,0,8859
37886,arujo,12,121
37887,arujo,27,176
37888,arujo,13,237
37889,arujo,16,33
37890,arujo,29,945
37891,arujo,23,708
37892,arujo,53,178
37893,arujo,32,108
37894,arujo,52,338
37895,arujo,21,754
37896,arujo,31,576
37897,arujo,50,83
37898,arujo,51,163
37899,arujo,15,526
37900,arujo,25,387
37901,arujo,26,551
37902,arujo,22,355
37903,arujo,41,131
37904,arujo,33,425
37905,arujo,11,83
37906,arujo,24,277
37907,arujo,14,53
37908,arujo,43,97
37909,arujo,42,72
37910,arujo,28,65
37911,arujo,35,1291
37912,arujo,17,126
37913,gaudino,0,8853
37914,gaudino,12,41
37915,gaudino,27,248
37916,gaudino,13,132
37917,gaudino,16,36
37918,gaudino,29,270
37919,gaudino,23,595
37920,gaudino,53,158
37921,gaudino,32,249
37922,gaudino,52,292
37923,gaudino,21,87
37924,gaudino,31,638
37925,gaudino,50,143
37926,gaudino,51,145
37927,gaudino,15,148
37928,gaudino,25,642
37929,gaudino,26,576
37930,gaudino,22,85
37931,gaudino,41,514
37932,gaudino,33,932
37933,gaudino,11,108
37934,gaudino,24,251
37935,gaudino,14,17
37936,gaudino,43,161
37937,gaudino,42,368
37938,gaudino,28,53
37939,gaudino,35,1932
37940,gaudino,17,32
37941,izabel,0,8832
37942,izabel,12,17
37943,izabel,27,109
37944,izabel,13,77
37945,izabel,16,23
37946,izabel,29,382
37947,izabel,23,133
37948,izabel,53,79
37949,izabel,32,220
37950,izabel,52,257
37951,izabel,21,73
37952,izabel,31,1899
37953,izabel,50,137
37954,izabel,51,185
37955,izabel,15,155
37956,izabel,25,120
37957,izabel,26,629
37958,izabel,22,53
37959,izabel,41,719
37960,izabel,33,660
37961,izabel,11,82
37962,izabel,24,137
37963,izabel,43,183
37964,izabel,42,349
37965,izabel,28,102
37966,izabel,35,2025
37967,izabel,17,15
37968,bianco,0,8817
37969,bianco,13,44
37970,bianco,29,42
37971,bianco,23,17
37972,bianco,53,51
37973,bianco,32,71
37974,bianco,52,89
37975,bianco,21,41
37976,bianco,31,461
37977,bianco,50,52
37978,bianco,51,87
37979,bianco,15,26
37980,bianco,26,20
37981,bianco,41,1781
37982,bianco,33,717
37983,bianco,11,65
37984,bianco,43,232
37985,bianco,42,684
37986,bianco,35,4294
37987,sutil,0,8817
37988,sutil,12,22
37989,sutil,29,18
37990,sutil,32,282
37991,sutil,52,16
37992,sutil,31,46
37993,sutil,50,181
37994,sutil,51,144
37995,sutil,41,3430
37996,sutil,33,37
37997,sutil,11,81
37998,sutil,43,1141
37999,sutil,42,2941
38000,sutil,35,440
38001,oliveiea,0,8799
38002,oliveiea,12,37
38003,oliveiea,27,79
38004,oliveiea,13,132
38005,oliveiea,29,793
38006,oliveiea,23,337
38007,oliveiea,53,136
38008,oliveiea,32,198
38009,oliveiea,52,423
38010,oliveiea,21,179
38011,oliveiea,31,1170
38012,oliveiea,50,115
38013,oliveiea,51,210
38014,oliveiea,15,281
38015,oliveiea,25,116
38016,oliveiea,26,247
38017,oliveiea,22,110
38018,oliveiea,41,482
38019,oliveiea,33,757
38020,oliveiea,11,96
38021,oliveiea,24,124
38022,oliveiea,43,382
38023,oliveiea,42,218
38024,oliveiea,28,77
38025,oliveiea,35,2026
38026,oliveiea,17,51
38027,calegari,0,8795
38028,calegari,29,32
38029,calegari,53,24
38030,calegari,32,623
38031,calegari,52,79
38032,calegari,31,377
38033,calegari,50,141
38034,calegari,51,150
38035,calegari,41,1558
38036,calegari,33,194
38037,calegari,11,81
38038,calegari,43,931
38039,calegari,42,1138
38040,calegari,35,3399
38041,bonato,0,8790
38042,bonato,29,26
38043,bonato,53,41
38044,bonato,32,339
38045,bonato,52,48
38046,bonato,31,404
38047,bonato,50,89
38048,bonato,51,120
38049,bonato,15,29
38050,bonato,41,2507
38051,bonato,33,260
38052,bonato,11,56
38053,bonato,43,1642
38054,bonato,42,734
38055,bonato,35,2433
38056,adorno,0,8786
38057,adorno,13,24
38058,adorno,29,2436
38059,adorno,23,15
38060,adorno,53,128
38061,adorno,32,51
38062,adorno,52,1516
38063,adorno,31,73
38064,adorno,50,408
38065,adorno,51,314
38066,adorno,15,105
38067,adorno,26,25
38068,adorno,41,248
38069,adorno,33,76
38070,adorno,11,44
38071,adorno,43,86
38072,adorno,42,65
38073,adorno,28,21
38074,adorno,35,2912
38075,adorno,17,202
38076,cena,0,8777
38077,cena,12,42
38078,cena,27,144
38079,cena,13,270
38080,cena,16,70
38081,cena,29,1305
38082,cena,23,555
38083,cena,53,181
38084,cena,32,152
38085,cena,52,366
38086,cena,21,420
38087,cena,31,614
38088,cena,50,164
38089,cena,51,149
38090,cena,15,527
38091,cena,25,230
38092,cena,26,416
38093,cena,22,169
38094,cena,41,290
38095,cena,33,369
38096,cena,11,79
38097,cena,24,175
38098,cena,14,37
38099,cena,43,269
38100,cena,42,122
38101,cena,28,90
38102,cena,35,1454
38103,cena,17,118
38104,teodosio,0,8777
38105,teodosio,27,601
38106,teodosio,13,77
38107,teodosio,29,93
38108,teodosio,23,2171
38109,teodosio,53,62
38110,teodosio,52,121
38111,teodosio,21,58
38112,teodosio,31,351
38113,teodosio,50,39
38114,teodosio,51,48
38115,teodosio,15,98
38116,teodosio,25,1210
38117,teodosio,26,873
38118,teodosio,22,55
38119,teodosio,41,97
38120,teodosio,33,557
38121,teodosio,11,25
38122,teodosio,24,527
38123,teodosio,14,35
38124,teodosio,43,58
38125,teodosio,42,198
38126,teodosio,28,61
38127,teodosio,35,1300
38128,teodosio,17,33
38129,pablo,0,8768
38130,pablo,12,43
38131,pablo,27,72
38132,pablo,13,84
38133,pablo,16,21
38134,pablo,29,205
38135,pablo,23,294
38136,pablo,53,159
38137,pablo,32,139
38138,pablo,52,487
38139,pablo,21,249
38140,pablo,31,2265
38141,pablo,50,98
38142,pablo,51,250
38143,pablo,15,187
38144,pablo,25,107
38145,pablo,26,349
38146,pablo,22,121
38147,pablo,41,471
38148,pablo,33,588
38149,pablo,11,108
38150,pablo,24,195
38151,pablo,14,87
38152,pablo,43,107
38153,pablo,42,263
38154,pablo,28,42
38155,pablo,35,1740
38156,pablo,17,37
38157,ramirez,0,8763
38158,ramirez,12,63
38159,ramirez,27,29
38160,ramirez,13,699
38161,ramirez,29,70
38162,ramirez,23,50
38163,ramirez,53,121
38164,ramirez,32,53
38165,ramirez,52,83
38166,ramirez,21,26
38167,ramirez,31,317
38168,ramirez,50,982
38169,ramirez,51,146
38170,ramirez,15,103
38171,ramirez,25,37
38172,ramirez,26,71
38173,ramirez,22,29
38174,ramirez,41,930
38175,ramirez,33,443
38176,ramirez,11,77
38177,ramirez,24,24
38178,ramirez,14,764
38179,ramirez,43,813
38180,ramirez,42,485
38181,ramirez,28,26
38182,ramirez,35,2309
38183,back,0,8760
38184,back,53,67
38185,back,52,21
38186,back,31,42
38187,back,50,83
38188,back,51,175
38189,back,15,22
38190,back,41,1540
38191,back,33,101
38192,back,11,51
38193,back,43,2689
38194,back,42,3662
38195,back,35,243
38196,pereura,0,8758
38197,pereura,12,26
38198,pereura,27,72
38199,pereura,13,125
38200,pereura,16,17
38201,pereura,29,564
38202,pereura,23,318
38203,pereura,53,134
38204,pereura,32,159
38205,pereura,52,520
38206,pereura,21,315
38207,pereura,31,1122
38208,pereura,50,126
38209,pereura,51,219
38210,pereura,15,271
38211,pereura,25,115
38212,pereura,26,225
38213,pereura,22,150
38214,pereura,41,380
38215,pereura,33,600
38216,pereura,11,80
38217,pereura,24,74
38218,pereura,14,23
38219,pereura,43,321
38220,pereura,42,305
38221,pereura,28,24
38222,pereura,35,2307
38223,pereura,17,166
38224,virginia,0,8755
38225,virginia,12,41
38226,virginia,27,150
38227,virginia,13,59
38228,virginia,29,627
38229,virginia,23,301
38230,virginia,53,178
38231,virginia,32,162
38232,virginia,52,321
38233,virginia,21,109
38234,virginia,31,1131
38235,virginia,50,103
38236,virginia,51,155
38237,virginia,15,83
38238,virginia,25,378
38239,virginia,26,1104
38240,virginia,22,122
38241,virginia,41,265
38242,virginia,33,831
38243,virginia,11,29
38244,virginia,24,213
38245,virginia,14,24
38246,virginia,43,134
38247,virginia,42,149
38248,virginia,28,169
38249,virginia,35,1849
38250,virginia,17,59
38251,carolino,0,8737
38252,carolino,27,48
38253,carolino,13,91
38254,carolino,29,410
38255,carolino,23,814
38256,carolino,53,85
38257,carolino,32,450
38258,carolino,52,253
38259,carolino,21,77
38260,carolino,31,1299
38261,carolino,50,41
38262,carolino,51,118
38263,carolino,15,261
38264,carolino,25,461
38265,carolino,26,252
38266,carolino,22,23
38267,carolino,41,420
38268,carolino,33,1073
38269,carolino,11,67
38270,carolino,24,132
38271,carolino,43,146
38272,carolino,42,56
38273,carolino,35,2101
38274,carolino,17,38
38275,higino,0,8731
38276,higino,27,472
38277,higino,13,46
38278,higino,29,560
38279,higino,23,855
38280,higino,53,140
38281,higino,32,68
38282,higino,52,155
38283,higino,21,80
38284,higino,31,1413
38285,higino,50,80
38286,higino,51,111
38287,higino,15,85
38288,higino,25,277
38289,higino,26,502
38290,higino,22,201
38291,higino,41,288
38292,higino,33,879
38293,higino,11,37
38294,higino,24,444
38295,higino,14,19
38296,higino,43,79
38297,higino,42,141
38298,higino,28,85
38299,higino,35,1690
38300,higino,17,21
38301,aniceto,0,8726
38302,aniceto,27,108
38303,aniceto,13,165
38304,aniceto,29,391
38305,aniceto,23,128
38306,aniceto,53,91
38307,aniceto,32,183
38308,aniceto,52,253
38309,aniceto,21,49
38310,aniceto,31,2232
38311,aniceto,50,104
38312,aniceto,51,123
38313,aniceto,15,60
38314,aniceto,25,165
38315,aniceto,26,558
38316,aniceto,22,72
38317,aniceto,41,346
38318,aniceto,33,955
38319,aniceto,11,75
38320,aniceto,24,69
38321,aniceto,14,335
38322,aniceto,43,66
38323,aniceto,42,106
38324,aniceto,28,35
38325,aniceto,35,1981
38326,aniceto,17,72
38327,omena,0,8708
38328,omena,27,4601
38329,omena,13,72
38330,omena,29,122
38331,omena,23,21
38332,omena,53,45
38333,omena,32,32
38334,omena,52,34
38335,omena,31,88
38336,omena,50,45
38337,omena,51,86
38338,omena,15,126
38339,omena,25,59
38340,omena,26,1028
38341,omena,41,102
38342,omena,33,396
38343,omena,42,26
38344,omena,28,68
38345,omena,35,1699
38346,cornelio,0,8707
38347,cornelio,12,25
38348,cornelio,27,35
38349,cornelio,13,427
38350,cornelio,29,191
38351,cornelio,23,221
38352,cornelio,53,115
38353,cornelio,32,129
38354,cornelio,52,344
38355,cornelio,21,52
38356,cornelio,31,2074
38357,cornelio,50,108
38358,cornelio,51,80
38359,cornelio,15,199
38360,cornelio,25,138
38361,cornelio,26,270
38362,cornelio,22,171
38363,cornelio,41,546
38364,cornelio,33,640
38365,cornelio,11,33
38366,cornelio,24,33
38367,cornelio,43,269
38368,cornelio,42,188
38369,cornelio,28,54
38370,cornelio,35,2342
38371,cravo,0,8705
38372,cravo,27,57
38373,cravo,13,17
38374,cravo,29,318
38375,cravo,23,145
38376,cravo,53,81
38377,cravo,32,682
38378,cravo,52,89
38379,cravo,31,642
38380,cravo,50,21
38381,cravo,51,54
38382,cravo,15,1203
38383,cravo,26,61
38384,cravo,41,352
38385,cravo,33,1101
38386,cravo,11,45
38387,cravo,43,483
38388,cravo,42,405
38389,cravo,28,388
38390,cravo,35,2486
38391,cravo,17,18
38392,benfica,0,8681
38393,benfica,12,28
38394,benfica,13,342
38395,benfica,29,451
38396,benfica,53,102
38397,benfica,32,545
38398,benfica,52,194
38399,benfica,31,3039
38400,benfica,50,56
38401,benfica,51,81
38402,benfica,15,37
38403,benfica,26,30
38404,benfica,41,270
38405,benfica,33,621
38406,benfica,11,103
38407,benfica,24,39
38408,benfica,14,28
38409,benfica,43,540
38410,benfica,42,67
38411,benfica,35,2066
38412,benfica,17,16
38413,jung,0,8676
38414,jung,13,40
38415,jung,29,76
38416,jung,53,34
38417,jung,52,43
38418,jung,31,59
38419,jung,50,72
38420,jung,51,201
38421,jung,15,47
38422,jung,22,15
38423,jung,41,1047
38424,jung,33,92
38425,jung,43,4015
38426,jung,42,2380
38427,jung,35,496
38428,favacho,0,8666
38429,favacho,13,130
38430,favacho,16,468
38431,favacho,29,18
38432,favacho,23,20
38433,favacho,53,33
38434,favacho,32,20
38435,favacho,52,101
38436,favacho,21,37
38437,favacho,31,31
38438,favacho,15,7208
38439,favacho,26,17
38440,favacho,41,30
38441,favacho,33,149
38442,favacho,11,17
38443,favacho,43,17
38444,favacho,42,150
38445,favacho,35,168
38446,crepaldi,0,8645
38447,crepaldi,29,16
38448,crepaldi,53,36
38449,crepaldi,32,19
38450,crepaldi,52,52
38451,crepaldi,31,554
38452,crepaldi,50,206
38453,crepaldi,51,112
38454,crepaldi,15,19
38455,crepaldi,41,829
38456,crepaldi,33,77
38457,crepaldi,11,33
38458,crepaldi,43,51
38459,crepaldi,42,617
38460,crepaldi,35,5984
38461,juvencio,0,8642
38462,juvencio,12,49
38463,juvencio,27,261
38464,juvencio,13,56
38465,juvencio,29,160
38466,juvencio,23,681
38467,juvencio,53,43
38468,juvencio,32,315
38469,juvencio,52,232
38470,juvencio,21,36
38471,juvencio,31,1021
38472,juvencio,50,76
38473,juvencio,51,68
38474,juvencio,15,34
38475,juvencio,25,728
38476,juvencio,26,498
38477,juvencio,22,19
38478,juvencio,41,564
38479,juvencio,33,645
38480,juvencio,11,39
38481,juvencio,24,424
38482,juvencio,14,21
38483,juvencio,43,89
38484,juvencio,42,343
38485,juvencio,28,37
38486,juvencio,35,2178
38487,juvencio,17,18
38488,pereiea,0,8642
38489,pereiea,12,27
38490,pereiea,27,68
38491,pereiea,13,158
38492,pereiea,29,619
38493,pereiea,23,298
38494,pereiea,53,148
38495,pereiea,32,235
38496,pereiea,52,523
38497,pereiea,21,360
38498,pereiea,31,1146
38499,pereiea,50,108
38500,pereiea,51,181
38501,pereiea,15,277
38502,pereiea,25,174
38503,pereiea,26,267
38504,pereiea,22,188
38505,pereiea,41,358
38506,pereiea,33,715
38507,pereiea,11,80
38508,pereiea,24,77
38509,pereiea,14,25
38510,pereiea,43,296
38511,pereiea,42,243
38512,pereiea,28,26
38513,pereiea,35,1907
38514,pereiea,17,127
38515,simiao,0,8641
38516,simiao,27,278
38517,simiao,13,107
38518,simiao,29,167
38519,simiao,23,996
38520,simiao,53,73
38521,simiao,32,198
38522,simiao,52,242
38523,simiao,21,206
38524,simiao,31,1241
38525,simiao,50,90
38526,simiao,51,106
38527,simiao,15,113
38528,simiao,25,197
38529,simiao,26,629
38530,simiao,22,221
38531,simiao,41,526
38532,simiao,33,651
38533,simiao,11,93
38534,simiao,24,229
38535,simiao,14,50
38536,simiao,43,74
38537,simiao,42,83
38538,simiao,28,39
38539,simiao,35,1979
38540,simiao,17,38
38541,soriano,0,8635
38542,soriano,12,103
38543,soriano,27,376
38544,soriano,13,965
38545,soriano,29,460
38546,soriano,23,410
38547,soriano,53,113
38548,soriano,32,139
38549,soriano,52,101
38550,soriano,21,121
38551,soriano,31,617
38552,soriano,50,169
38553,soriano,51,64
38554,soriano,15,110
38555,soriano,25,41
38556,soriano,26,221
38557,soriano,22,193
38558,soriano,41,221
38559,soriano,33,841
38560,soriano,11,49
38561,soriano,24,137
38562,soriano,14,18
38563,soriano,43,346
38564,soriano,42,50
38565,soriano,28,41
38566,soriano,35,2687
38567,soriano,17,34
38568,leopoldo,0,8623
38569,leopoldo,27,88
38570,leopoldo,13,104
38571,leopoldo,29,219
38572,leopoldo,23,139
38573,leopoldo,53,73
38574,leopoldo,32,182
38575,leopoldo,52,100
38576,leopoldo,21,40
38577,leopoldo,31,1094
38578,leopoldo,50,82
38579,leopoldo,51,96
38580,leopoldo,15,66
38581,leopoldo,25,72
38582,leopoldo,26,278
38583,leopoldo,22,106
38584,leopoldo,41,679
38585,leopoldo,33,991
38586,leopoldo,11,57
38587,leopoldo,24,143
38588,leopoldo,43,682
38589,leopoldo,42,956
38590,leopoldo,28,20
38591,leopoldo,35,2304
38592,leopoldo,17,36
38593,nakamura,0,8618
38594,nakamura,13,75
38595,nakamura,29,83
38596,nakamura,23,17
38597,nakamura,53,174
38598,nakamura,32,23
38599,nakamura,52,125
38600,nakamura,31,295
38601,nakamura,50,262
38602,nakamura,51,113
38603,nakamura,15,39
38604,nakamura,26,32
38605,nakamura,41,1052
38606,nakamura,33,259
38607,nakamura,11,30
38608,nakamura,24,15
38609,nakamura,14,65
38610,nakamura,43,79
38611,nakamura,42,117
38612,nakamura,35,5694
38613,nakamura,17,34
38614,pureza,0,8611
38615,pureza,27,101
38616,pureza,13,113
38617,pureza,16,634
38618,pureza,29,738
38619,pureza,23,54
38620,pureza,53,59
38621,pureza,32,40
38622,pureza,52,348
38623,pureza,21,58
38624,pureza,31,307
38625,pureza,50,26
38626,pureza,51,19
38627,pureza,15,3984
38628,pureza,26,60
38629,pureza,22,29
38630,pureza,41,107
38631,pureza,33,392
38632,pureza,11,18
38633,pureza,24,25
38634,pureza,14,17
38635,pureza,43,606
38636,pureza,42,79
38637,pureza,28,217
38638,pureza,35,533
38639,pureza,17,33
38640,bairros,0,8610
38641,bairros,29,43
38642,bairros,52,47
38643,bairros,31,20
38644,bairros,50,318
38645,bairros,51,109
38646,bairros,15,42
38647,bairros,26,32
38648,bairros,41,691
38649,bairros,33,57
38650,bairros,11,28
38651,bairros,43,5874
38652,bairros,42,1107
38653,bairros,35,141
38654,galhardo,0,8610
38655,galhardo,13,18
38656,galhardo,29,71
38657,galhardo,53,45
38658,galhardo,32,40
38659,galhardo,52,123
38660,galhardo,21,75
38661,galhardo,31,413
38662,galhardo,50,197
38663,galhardo,51,108
38664,galhardo,15,134
38665,galhardo,26,79
38666,galhardo,41,754
38667,galhardo,33,753
38668,galhardo,11,26
38669,galhardo,24,56
38670,galhardo,43,372
38671,galhardo,42,92
38672,galhardo,35,5196
38673,galhardo,17,20
38674,sueli,0,8604
38675,sueli,12,22
38676,sueli,27,51
38677,sueli,13,37
38678,sueli,16,27
38679,sueli,29,378
38680,sueli,23,204
38681,sueli,53,121
38682,sueli,32,121
38683,sueli,52,272
38684,sueli,21,49
38685,sueli,31,1331
38686,sueli,50,87
38687,sueli,51,91
38688,sueli,15,305
38689,sueli,25,142
38690,sueli,26,440
38691,sueli,22,64
38692,sueli,41,490
38693,sueli,33,1000
38694,sueli,11,63
38695,sueli,24,228
38696,sueli,43,189
38697,sueli,42,299
38698,sueli,28,36
38699,sueli,35,2530
38700,sueli,17,21
38701,cury,0,8598
38702,cury,13,170
38703,cury,29,131
38704,cury,23,35
38705,cury,53,164
38706,cury,32,29
38707,cury,52,168
38708,cury,21,73
38709,cury,31,1233
38710,cury,50,90
38711,cury,51,78
38712,cury,15,19
38713,cury,26,36
38714,cury,22,100
38715,cury,41,471
38716,cury,33,1085
38717,cury,11,42
38718,cury,24,47
38719,cury,43,160
38720,cury,42,197
38721,cury,28,29
38722,cury,35,4192
38723,cury,17,22
38724,rio,0,8581
38725,rio,12,17
38726,rio,27,84
38727,rio,13,104
38728,rio,29,670
38729,rio,23,122
38730,rio,53,163
38731,rio,32,203
38732,rio,52,170
38733,rio,21,265
38734,rio,31,658
38735,rio,50,112
38736,rio,51,121
38737,rio,15,183
38738,rio,25,83
38739,rio,26,281
38740,rio,22,154
38741,rio,41,546
38742,rio,33,908
38743,rio,11,36
38744,rio,14,36
38745,rio,43,376
38746,rio,42,193
38747,rio,35,2963
38748,rio,17,102
38749,santi,0,8580
38750,santi,13,32
38751,santi,29,85
38752,santi,23,15
38753,santi,53,43
38754,santi,32,167
38755,santi,52,63
38756,santi,21,22
38757,santi,31,385
38758,santi,50,242
38759,santi,51,299
38760,santi,15,57
38761,santi,25,15
38762,santi,26,17
38763,santi,41,1525
38764,santi,33,331
38765,santi,11,62
38766,santi,24,16
38767,santi,14,40
38768,santi,43,1037
38769,santi,42,635
38770,santi,35,3461
38771,volpato,0,8578
38772,volpato,29,32
38773,volpato,53,28
38774,volpato,32,319
38775,volpato,52,211
38776,volpato,31,188
38777,volpato,50,256
38778,volpato,51,318
38779,volpato,15,26
38780,volpato,41,2469
38781,volpato,33,212
38782,volpato,11,40
38783,volpato,43,878
38784,volpato,42,1539
38785,volpato,35,2007
38786,volpato,17,17
38787,acacio,0,8568
38788,acacio,12,104
38789,acacio,27,148
38790,acacio,13,109
38791,acacio,16,55
38792,acacio,29,342
38793,acacio,23,1293
38794,acacio,53,55
38795,acacio,32,103
38796,acacio,52,232
38797,acacio,21,98
38798,acacio,31,1898
38799,acacio,50,57
38800,acacio,51,189
38801,acacio,15,661
38802,acacio,25,47
38803,acacio,26,74
38804,acacio,22,16
38805,acacio,41,302
38806,acacio,33,631
38807,acacio,11,116
38808,acacio,24,37
38809,acacio,14,18
38810,acacio,43,52
38811,acacio,42,193
38812,acacio,28,154
38813,acacio,35,1460
38814,acacio,17,124
38815,goncales,0,8552
38816,goncales,12,36
38817,goncales,27,41
38818,goncales,13,131
38819,goncales,29,173
38820,goncales,23,102
38821,goncales,53,59
38822,goncales,32,33
38823,goncales,52,97
38824,goncales,21,53
38825,goncales,31,352
38826,goncales,50,619
38827,goncales,51,234
38828,goncales,15,44
38829,goncales,25,63
38830,goncales,26,108
38831,goncales,22,31
38832,goncales,41,897
38833,goncales,33,271
38834,goncales,11,83
38835,goncales,24,49
38836,goncales,14,122
38837,goncales,43,503
38838,goncales,42,272
38839,goncales,35,4142
38840,goncales,17,21
38841,cursino,0,8550
38842,cursino,27,80
38843,cursino,13,660
38844,cursino,29,511
38845,cursino,23,68
38846,cursino,53,195
38847,cursino,32,30
38848,cursino,52,280
38849,cursino,21,87
38850,cursino,31,307
38851,cursino,50,61
38852,cursino,51,103
38853,cursino,15,436
38854,cursino,25,16
38855,cursino,26,417
38856,cursino,22,16
38857,cursino,41,113
38858,cursino,33,273
38859,cursino,11,21
38860,cursino,43,79
38861,cursino,42,46
38862,cursino,28,20
38863,cursino,35,4277
38864,cursino,17,440
38865,watanabe,0,8547
38866,watanabe,13,37
38867,watanabe,16,16
38868,watanabe,29,122
38869,watanabe,53,238
38870,watanabe,52,317
38871,watanabe,21,43
38872,watanabe,31,188
38873,watanabe,50,137
38874,watanabe,51,110
38875,watanabe,15,243
38876,watanabe,26,20
38877,watanabe,41,1185
38878,watanabe,33,184
38879,watanabe,11,33
38880,watanabe,43,58
38881,watanabe,42,80
38882,watanabe,35,5465
38883,watanabe,17,27
38884,bianca,0,8540
38885,bianca,12,30
38886,bianca,27,220
38887,bianca,13,155
38888,bianca,16,22
38889,bianca,29,169
38890,bianca,23,286
38891,bianca,53,133
38892,bianca,32,135
38893,bianca,52,317
38894,bianca,21,306
38895,bianca,31,1077
38896,bianca,50,106
38897,bianca,51,199
38898,bianca,15,233
38899,bianca,25,195
38900,bianca,26,871
38901,bianca,22,116
38902,bianca,41,623
38903,bianca,33,310
38904,bianca,11,67
38905,bianca,24,206
38906,bianca,14,37
38907,bianca,43,143
38908,bianca,42,273
38909,bianca,28,63
38910,bianca,35,2226
38911,bianca,17,22
38912,rodrigue,0,8516
38913,rodrigue,12,70
38914,rodrigue,27,106
38915,rodrigue,13,172
38916,rodrigue,16,36
38917,rodrigue,29,625
38918,rodrigue,23,440
38919,rodrigue,53,129
38920,rodrigue,32,176
38921,rodrigue,52,442
38922,rodrigue,21,421
38923,rodrigue,31,834
38924,rodrigue,50,190
38925,rodrigue,51,340
38926,rodrigue,15,449
38927,rodrigue,25,148
38928,rodrigue,26,323
38929,rodrigue,22,147
38930,rodrigue,41,466
38931,rodrigue,33,439
38932,rodrigue,11,196
38933,rodrigue,24,106
38934,rodrigue,14,49
38935,rodrigue,43,296
38936,rodrigue,42,189
38937,rodrigue,28,77
38938,rodrigue,35,1534
38939,rodrigue,17,116
38940,clarindo,0,8514
38941,clarindo,27,741
38942,clarindo,13,547
38943,clarindo,16,30
38944,clarindo,29,282
38945,clarindo,23,933
38946,clarindo,53,46
38947,clarindo,32,789
38948,clarindo,52,148
38949,clarindo,21,299
38950,clarindo,31,661
38951,clarindo,50,126
38952,clarindo,51,134
38953,clarindo,15,257
38954,clarindo,25,269
38955,clarindo,26,619
38956,clarindo,22,97
38957,clarindo,41,324
38958,clarindo,33,357
38959,clarindo,11,78
38960,clarindo,24,19
38961,clarindo,14,21
38962,clarindo,43,60
38963,clarindo,42,178
38964,clarindo,28,28
38965,clarindo,35,1405
38966,clarindo,17,56
38967,rizzo,0,8514
38968,rizzo,27,40
38969,rizzo,29,113
38970,rizzo,53,62
38971,rizzo,32,681
38972,rizzo,52,157
38973,rizzo,31,384
38974,rizzo,50,136
38975,rizzo,51,82
38976,rizzo,26,29
38977,rizzo,41,628
38978,rizzo,33,682
38979,rizzo,11,21
38980,rizzo,43,527
38981,rizzo,42,306
38982,rizzo,35,4587
38983,alex,0,8493
38984,alex,27,157
38985,alex,13,71
38986,alex,16,15
38987,alex,29,189
38988,alex,23,279
38989,alex,53,133
38990,alex,32,76
38991,alex,52,261
38992,alex,21,88
38993,alex,31,1141
38994,alex,50,113
38995,alex,51,183
38996,alex,15,221
38997,alex,25,148
38998,alex,26,617
38999,alex,22,62
39000,alex,41,628
39001,alex,33,651
39002,alex,11,80
39003,alex,24,157
39004,alex,14,38
39005,alex,43,361
39006,alex,42,461
39007,alex,28,51
39008,alex,35,2279
39009,alex,17,22
39010,olinda,0,8471
39011,olinda,12,102
39012,olinda,27,75
39013,olinda,13,62
39014,olinda,29,587
39015,olinda,23,1261
39016,olinda,53,185
39017,olinda,32,145
39018,olinda,52,319
39019,olinda,21,254
39020,olinda,31,698
39021,olinda,50,133
39022,olinda,51,130
39023,olinda,15,224
39024,olinda,25,205
39025,olinda,26,408
39026,olinda,22,173
